date,hospital,icu,ventilator
2020-09-01,4604,424,
2020-09-02,4632,446,
2020-09-03,4643,464,
2020-09-04,4671,473,
2020-09-05,4839,482,
2020-09-06,4905,486,
2020-09-07,4907,537,
2020-09-08,4960,574,
2020-09-09,5003,599,
2020-09-10,5096,615,
2020-09-11,5155,635,
2020-09-12,5195,662,
2020-09-13,5247,669,
2020-09-14,5498,712,
2020-09-15,5679,759,
2020-09-16,5819,803,
2020-09-17,5844,800,
2020-09-18,5819,827,
2020-09-19,5512,834,
2020-09-20,5375,841,
2020-09-21,5616,919,
2020-09-22,5796,951,
2020-09-23,5932,1002,
2020-09-24,6031,1048,
2020-09-25,6128,1098,
2020-09-26,6172,1111,
2020-09-27,6253,1118,
2020-09-28,6415,1164,
2020-09-29,6500,1204,
2020-09-30,6590,1238,
2020-10-01,6652,1265,
2020-10-02,6758,1276,
2020-10-03,6758,1295,
2020-10-04,6982,1341,
2020-10-05,7294,1415,
2020-10-06,7398,1426,
2020-10-07,7536,1416,
2020-10-08,7624,1427,
2020-10-09,7864,1448,
2020-10-10,7997,1465,
2020-10-11,8252,1492,
2020-10-12,8692,1548,
2020-10-13,8949,1642,
2020-10-14,9194,1673,
2020-10-16,10042,1800,
2020-10-17,10420,1877,
2020-10-18,10897,1948,
2020-10-19,11661,2099,
2020-10-20,12458,2177,
2020-10-21,13185,2248,
2020-10-22,14032,2319,
2020-10-23,15008,2441,
2020-10-24,15660,2500,
2020-10-25,16477,2584,
2020-10-26,17784,2770,
2020-10-27,18978,2918,
2020-10-28,20207,3045,
2020-10-29,21183,3156,
2020-10-30,22176,3377,
2020-10-31,23036,3452,
2020-11-01,24031,3578,
2020-11-03,26242,3869,
2020-11-04,27534,4089,
2020-11-05,28426,4230,
2020-11-06,28979,4331,
2020-11-07,29421,4421,
2020-11-08,30243,4539,
2020-11-09,31125,4690,
2020-11-10,31505,4750,
2020-11-11,31946,4803,
