date,hospital,icu,ventilator
2020-10-06,156,,
2020-10-13,149,,
2020-10-14,141,,
2020-10-15,174,,
2020-10-16,199,,
2020-10-19,229,,
2020-10-20,232,,
2020-10-21,245,,
2020-10-22,239,,
2020-10-23,255,,
2020-10-26,322,,
2020-10-27,342,,
2020-10-28,348,,
2020-10-29,370,,
2020-10-30,415,,
