date,hospital,icu,ventilator
2020-09-25,,301,164
2020-09-26,,312,172
2020-09-27,,325,179
2020-09-28,,353,191
2020-09-29,,352,195
2020-09-30,,355,195
2020-10-01,,362,193
2020-10-02,,373,199
2020-10-03,,403,204
2020-10-04,,424,212
2020-10-05,,446,210
2020-10-06,,449,219
2020-10-07,,470,233
2020-10-08,,487,239
2020-10-09,,510,252
2020-10-10,,531,278
2020-10-11,,545,275
2020-10-12,,590,286
2020-10-13,,618,319
2020-10-14,,602,323
2020-10-15,,655,329
2020-10-16,,690,341
2020-10-17,,731,345
2020-10-18,,769,354
2020-10-19,,851,389
2020-10-20,,879,411
2020-10-21,,943,424
2020-10-22,,1030,459
2020-10-23,,1121,478
2020-10-24,,1200,533
2020-10-25,,1294,578
2020-10-26,,1360,622
2020-10-27,,1468,688
2020-10-28,,1569,764
2020-10-29,,1696,826
2020-10-30,,1839,919
2020-10-31,,1944,1004
2020-11-01,,2061,1086
2020-11-02,,2243,1167
2020-11-03,,2380,1256
2020-11-04,,2571,1360
2020-11-05,,2666,1426
2020-11-06,,2764,1454
2020-11-07,,2849,1542
2020-11-08,,2933,1617
2020-11-09,,3021,1698
